age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
28,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,38,India,<=50K
38,Private,Some-college,10,Divorced,Craft-repair,Unmarried,Black,Male,0,0,42,United-States,<=50K
33,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
45,Private,Some-college,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,6000,0,50,United-States,>50K
55,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,2000,48,United-States,>50K
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1500,0,50,United-States,>50K
35,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
55,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,200,45,India,>50K
28,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2000,0,50,United-States,>50K
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
35,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,500,0,40,India,>50K
28,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
55,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,150,55,United-States,>50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5000,0,45,United-States,>50K
32,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,150,35,United-States,<=50K
19,Private,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,20,Philippines,<=50K
30,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,500,0,45,Philippines,>50K
60,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,HS-grad,9,Never-married,Sales,Own-child,Hispanic,Male,0,0,20,Mexico,<=50K
28,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
33,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
55,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,150,45,India,>50K
22,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
28,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
55,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
35,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
19,Private,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,15,Philippines,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
52,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,2500,0,50,United-States,>50K
27,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,32,United-States,<=50K
40,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,500,45,India,>50K
52,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,45,India,<=50K
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
29,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
25,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
52,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,1500,0,50,United-States,>50K
35,Local-gov,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,45,Philippines,>50K
19,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
37,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,12000,0,48,United-States,>50K
28,Private,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
28,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,45,Philippines,>50K
25,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K
45,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
32,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
60,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,55,United-States,>50K
25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
52,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K
28,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
42,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,500,0,48,United-States,>50K
35,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
55,Self-emp-inc,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,2000,0,50,United-States,>50K
68,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Male,0,0,20,United-States,<=50K
48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
34,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,30,Philippines,<=50K
60,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,55,United-States,>50K
38,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,200,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
40,Self-emp-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,200,40,United-States,<=50K
55,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,5000,0,45,India,>50K
22,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States,<=50K
28,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
55,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
23,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,Philippines,<=50K
38,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,200,40,United-States,>50K
29,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
48,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
35,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
60,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2000,0,52,United-States,>50K
22,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
52,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,1500,0,48,United-States,>50K
29,Private,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,38,Philippines,<=50K
35,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,200,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,Mexico,<=50K
