age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
42,Local-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Female,0,0,35,United-States,<=50K
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Hispanic,Male,0,0,40,Mexico,<=50K
55,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,5000,0,50,India,>50K
27,State-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,<=50K
25,Private,Some-college,10,Never-married,Other-service,Not-in-family,Hispanic,Female,0,0,30,United-States,<=50K
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
35,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
52,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,United-States,>50K
22,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,25,Philippines,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
25,State-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
55,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3000,0,50,United-States,>50K
30,Private,Some-college,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,30,Philippines,<=50K
60,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Hispanic,Male,0,0,40,Mexico,<=50K
55,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,1500,40,Philippines,>50K
38,Private,Bachelors,13,Divorced,Sales,Not-in-family,Black,Male,0,0,45,United-States,<=50K
28,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,38,United-States,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2000,0,48,United-States,>50K
35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
55,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
52,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
35,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,India,>50K
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,20,United-States,<=50K
58,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
22,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,Philippines,<=50K
55,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5000,0,50,United-States,>50K
29,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
48,Local-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Hispanic,Male,0,0,40,Mexico,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
52,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,10000,0,50,United-States,>50K
25,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
48,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,2000,40,India,<=50K
30,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Hispanic,Male,0,0,50,Mexico,<=50K
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
28,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
52,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,2500,0,50,United-States,>50K
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Hispanic,Female,0,0,25,Mexico,<=50K
35,Private,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,<=50K
32,Private,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
28,State-gov,Masters,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,India,<=50K
55,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,5000,0,50,United-States,>50K
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Hispanic,Male,0,0,25,Mexico,<=50K
42,Local-gov,Assoc-voc,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,38,United-States,<=50K
30,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,28,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,8000,0,48,United-States,>50K
22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Hispanic,Male,0,0,35,Mexico,<=50K
55,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,2000,0,45,India,>50K
36,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Female,0,0,32,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
52,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20000,0,55,United-States,>50K
29,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
44,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,5000,0,40,India,>50K
22,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,Hispanic,Male,0,0,38,Mexico,<=50K
35,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,30,United-States,<=50K
58,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,10000,0,45,United-States,>50K
41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
28,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Hispanic,Female,0,0,35,Mexico,<=50K
28,Private,Bachelors,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,Masters,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,8000,0,45,United-States,>50K
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Hispanic,Male,0,0,30,Mexico,<=50K
42,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
35,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,2000,0,40,Philippines,>50K
35,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Hispanic,Male,0,0,35,Mexico,<=50K
