age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
55,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5000,0,50,United-States,>50K
45,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,38,United-States,<=50K
28,Private,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
50,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20000,0,55,United-States,>50K
32,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
48,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
60,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
22,Private,HS-grad,9,Never-married,Other-service,Own-child,Other,Female,0,0,25,Mexico,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,45,India,<=50K
28,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,38,Philippines,<=50K
32,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
36,State-gov,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
58,Private,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
25,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
38,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
31,Private,Assoc-voc,11,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
55,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,20000,0,55,United-States,>50K
50,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
28,Private,HS-grad,9,Never-married,Other-service,Own-child,Other,Female,0,0,30,Mexico,<=50K
62,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,5000,0,50,United-States,>50K
19,Private,10th,6,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,20,United-States,<=50K
44,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,1500,40,India,>50K
29,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
50,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
35,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,10000,0,55,United-States,>50K
22,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,25,Philippines,<=50K
35,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
