age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,45,Philippines,>50K
60,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,5000,0,50,United-States,>50K
22,Private,HS-grad,9,Never-married,Other-service,Own-child,Hispanic,Male,0,0,30,Mexico,<=50K
44,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,Black,Female,0,1500,42,United-States,>50K
32,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
48,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,8000,0,45,United-States,>50K
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20000,0,60,United-States,>50K
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1500,50,United-States,>50K
42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
28,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,Hispanic,Male,0,0,40,Mexico,<=50K
52,State-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5000,0,55,Philippines,>50K
22,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35,United-States,<=50K
65,Self-emp-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,1500,30,United-States,<=50K
46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
25,Private,Some-college,10,Never-married,Other-service,Not-in-family,Hispanic,Female,0,0,30,Mexico,<=50K
38,State-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,5000,0,60,United-States,>50K
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
28,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Hispanic,Female,0,0,35,Mexico,<=50K
70,Self-emp-not-inc,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,10000,0,20,United-States,>50K
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
48,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15000,0,50,United-States,>50K
30,Local-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Hispanic,Male,0,0,40,Mexico,<=50K
60,State-gov,Doctorate,16,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,2000,40,Philippines,>50K
52,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,60,United-States,>50K
30,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Other-service,Own-child,Hispanic,Male,0,0,20,Mexico,<=50K
48,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,1500,45,Philippines,>50K
38,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
60,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20000,0,50,United-States,>50K
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,45,Philippines,>50K
25,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Hispanic,Male,0,0,40,Mexico,<=50K
48,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,0,1500,40,United-States,>50K
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
41,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,38,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Hispanic,Male,0,0,45,Mexico,<=50K
48,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,2000,0,42,Philippines,>50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
52,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5000,0,45,United-States,>50K
35,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
60,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15000,0,55,United-States,>50K
28,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Hispanic,Male,0,0,40,Mexico,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
55,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
38,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,1500,40,Philippines,>50K
31,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
44,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
55,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,38,United-States,<=50K
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Hispanic,Female,0,0,30,Mexico,<=50K
48,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15000,0,55,Philippines,>50K
28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Hispanic,Female,0,0,20,Mexico,<=50K
55,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,1500,40,Philippines,>50K
38,Private,Bachelors,13,Divorced,Sales,Not-in-family,Black,Male,0,0,45,United-States,<=50K
55,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
28,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
40,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15000,0,50,United-States,>50K
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Hispanic,Male,0,0,20,Mexico,<=50K
65,Federal-gov,Doctorate,16,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,5000,0,30,Philippines,>50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15000,0,50,United-States,>50K
58,Local-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,2000,40,United-States,>50K
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Hispanic,Female,0,0,35,Mexico,<=50K
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,United-States,<=50K
40,Private,Masters,14,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
45,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
60,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
19,Private,11th,7,Never-married,Other-service,Own-child,Hispanic,Female,0,0,20,Mexico,<=50K
48,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,1500,45,United-States,>50K
32,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
25,Private,Some-college,10,Never-married,Sales,Own-child,Hispanic,Female,0,0,30,Mexico,<=50K
60,Self-emp-not-inc,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,50,United-States,<=50K
42,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,5000,0,50,Philippines,>50K
36,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20000,0,55,Philippines,>50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,Hispanic,Female,0,0,25,Mexico,<=50K
48,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,1500,45,United-States,>50K
60,Self-emp-not-inc,Bachelors,13,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,30,United-States,<=50K
48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
52,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
30,Private,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,45,Philippines,<=50K
