age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
28,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
60,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,<=50K
38,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,5000,0,45,United-States,>50K
25,Private,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,25,Philippines,<=50K
31,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
25,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
52,State-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,38,United-States,<=50K
62,Private,Assoc-voc,11,Widowed,Tech-support,Unmarried,White,Female,0,0,30,United-States,<=50K
25,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15000,0,50,United-States,>50K
35,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
29,Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,45,China,<=50K
60,Federal-gov,Doctorate,20,Married-civ-spouse,Prof-specialty,Wife,White,Female,20000,1500,40,United-States,>50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,38,United-States,<=50K
62,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15000,0,45,United-States,>50K
19,Private,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,25,Philippines,<=50K
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
45,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,50,United-States,>50K
30,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
55,State-gov,Doctorate,20,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,15000,2000,45,Japan,>50K
19,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
28,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
52,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,20000,0,50,Japan,>50K
38,State-gov,Doctorate,20,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
60,Private,HS-grad,9,Widowed,Sales,Not-in-family,Black,Female,0,0,30,United-States,<=50K
35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
19,Private,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K
60,Self-emp-inc,Doctorate,20,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000,0,40,United-States,>50K
38,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,30,United-States,<=50K
55,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2000,45,United-States,>50K
